t 	 vel_treadmill 	 CPG_LF 	 CPG_LH 	 CPG_RF 	 CPG_RH 	 Cycle_LF 	 Cycle_LH 	 Cycle_RF 	 Cycle_RH 	 RG-F_fV_LF 	 RG-E_fV_LF 	 RG-F_fV_LH 	 RG-E_fV_LH 	 RG-F_fV_RF 	 RG-E_fV_RF 	 RG-F_fV_RH 	 RG-E_fV_RH 	 RG-F_V_LF 	 RG-E_V_LF 	 RG-F_V_LH 	 RG-E_V_LH 	 RG-F_V_RF 	 RG-E_V_RF 	 RG-F_V_RH 	 RG-E_V_RH 	 PF-Sw_LF 	 PF-St_LF 	 PF-Lo_LF 	 PF-Td_LF 	 PF-Sw_LH 	 PF-St_LH 	 PF-Lo_LH 	 PF-Td_LH 	 PF-Sw_RF 	 PF-St_RF 	 PF-Lo_RF 	 PF-Td_RF 	 PF-Sw_RH 	 PF-St_RH 	 PF-Lo_RH 	 PF-Td_RH 	 Mn-1_LF 	 Mn-2_LF 	 Mn-3_LF 	 Mn-4_LF 	 Mn-5_LF 	 Mn-6_LF 	 Mn-1_LH 	 Mn-2_LH 	 Mn-3_LH 	 Mn-4_LH 	 Mn-5_LH 	 Mn-6_LH 	 Mn-1_RF 	 Mn-2_RF 	 Mn-3_RF 	 Mn-4_RF 	 Mn-5_RF 	 Mn-6_RF 	 Mn-1_RH 	 Mn-2_RH 	 Mn-3_RH 	 Mn-4_RH 	 Mn-5_RH 	 Mn-6_RH 	 Mn-1_LF_ONOFF 	 Mn-2_LF_ONOFF 	 Mn-3_LF_ONOFF 	 Mn-4_LF_ONOFF 	 Mn-5_LF_ONOFF 	 Mn-6_LF_ONOFF 	 Mn-1_LH_ONOFF 	 Mn-2_LH_ONOFF 	 Mn-3_LH_ONOFF 	 Mn-4_LH_ONOFF 	 Mn-5_LH_ONOFF 	 Mn-6_LH_ONOFF 	 Mn-1_RF_ONOFF 	 Mn-2_RF_ONOFF 	 Mn-3_RF_ONOFF 	 Mn-4_RF_ONOFF 	 Mn-5_RF_ONOFF 	 Mn-6_RF_ONOFF 	 Mn-1_RH_ONOFF 	 Mn-2_RH_ONOFF 	 Mn-3_RH_ONOFF 	 Mn-4_RH_ONOFF 	 Mn-5_RH_ONOFF 	 Mn-6_RH_ONOFF 	 touch_LF 	 touch_LH 	 touch_RF 	 touch_RH 	 feed_prs_LF 	 feed_prs_LH 	 feed_prs_RF 	 feed_prs_RH 	 RG-F_period_LF 	 RG-E_period_LF 	 RG-F_period_LH 	 RG-E_period_LH 	 RG-F_period_RF 	 RG-E_period_RF 	 RG-F_period_RH 	 RG-E_period_RH 	 duty_ratio_LF 	 duty_ratio_LH 	 duty_ratio_RF 	 duty_ratio_RH 	 In_Feed_LF 	 In_Feed_LH 	 In_Feed_RF 	 In_Feed_RH 	 muscle_io 	 
9.700317 	 1.133306 	 0.251073 	 0.247625 	 -0.225191 	 -0.218603 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.251073 	 0.000000 	 0.247625 	 0.225191 	 0.000000 	 0.218603 	 0.000000 	 -55.772228 	 -38.743202 	 -58.181454 	 -38.890533 	 -39.885319 	 -59.169506 	 -40.190609 	 -58.912724 	 0.000000 	 0.137167 	 0.000000 	 0.000000 	 0.000000 	 0.134854 	 0.000000 	 0.000000 	 0.125277 	 0.000000 	 0.000000 	 0.000000 	 0.122934 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.142518 	 0.000000 	 0.141109 	 0.000000 	 0.141109 	 0.000000 	 0.137710 	 0.000000 	 0.137985 	 0.000000 	 0.137985 	 0.112530 	 0.000000 	 0.113087 	 0.000000 	 0.113087 	 0.000000 	 0.106420 	 0.000000 	 0.107025 	 0.000000 	 0.107025 	 0.000000 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 3 	 0 	 0 	 0.000000 	 5.983839 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.000000 	 0.495927 	 0.000000 	 0.000000 	 5593770 	 
9.712311 	 1.135961 	 0.243109 	 0.238099 	 -0.219114 	 -0.214005 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.243109 	 0.000000 	 0.238099 	 0.219114 	 0.000000 	 0.214005 	 0.000000 	 -54.840046 	 -39.085659 	 -58.142071 	 -39.305050 	 -40.166718 	 -58.922131 	 -40.407589 	 -58.666981 	 0.000000 	 0.134021 	 0.000000 	 0.000000 	 0.000000 	 0.132271 	 0.000000 	 0.000000 	 0.123163 	 0.000000 	 0.000000 	 0.000000 	 0.120637 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.134349 	 0.000000 	 0.134699 	 0.000000 	 0.134699 	 0.000000 	 0.130124 	 0.000000 	 0.130387 	 0.000000 	 0.130387 	 0.106437 	 0.000000 	 0.107031 	 0.000000 	 0.107031 	 0.000000 	 0.101784 	 0.000000 	 0.101722 	 0.000000 	 0.101722 	 0.000000 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 3 	 0 	 0 	 0.000000 	 5.983839 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.000000 	 0.513425 	 0.000000 	 0.000000 	 4545194 	 
9.722321 	 1.136169 	 0.236165 	 0.231867 	 -0.215141 	 -0.210432 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.236165 	 0.000000 	 0.231867 	 0.215141 	 0.000000 	 0.210432 	 0.000000 	 -55.272812 	 -39.390579 	 -57.941212 	 -39.582386 	 -40.353695 	 -58.724384 	 -40.578579 	 -58.456898 	 0.000000 	 0.131771 	 0.000000 	 0.000000 	 0.000000 	 0.130031 	 0.000000 	 0.000000 	 0.121307 	 0.000000 	 0.000000 	 0.000000 	 0.119126 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.130865 	 0.000000 	 0.130147 	 0.000000 	 0.130147 	 0.000000 	 0.126449 	 0.000000 	 0.126707 	 0.000000 	 0.126707 	 0.102732 	 0.000000 	 0.103252 	 0.000000 	 0.103252 	 0.000000 	 0.098232 	 0.000000 	 0.098605 	 0.000000 	 0.098605 	 0.000000 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.240809 	 5.983839 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.330413 	 0.514985 	 0.000000 	 0.000000 	 350890 	 
9.734314 	 1.141152 	 0.230804 	 0.226015 	 -0.210968 	 -0.206841 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.230804 	 0.000000 	 0.226015 	 0.210968 	 0.000000 	 0.206841 	 0.000000 	 -57.174149 	 -39.630238 	 -57.655895 	 -39.847588 	 -40.552814 	 -58.470509 	 -40.752602 	 -58.230106 	 0.000000 	 0.129045 	 0.000000 	 0.000000 	 0.000000 	 0.127592 	 0.000000 	 0.000000 	 0.119247 	 0.000000 	 0.000000 	 0.000000 	 0.117259 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.123102 	 0.000000 	 0.123304 	 0.000000 	 0.123304 	 0.000000 	 0.120663 	 0.000000 	 0.121112 	 0.000000 	 0.121112 	 0.099327 	 0.000000 	 0.099589 	 0.000000 	 0.099589 	 0.000000 	 0.094836 	 0.000000 	 0.094767 	 0.000000 	 0.094767 	 0.000000 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.545470 	 5.855315 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.497023 	 0.515213 	 0.000000 	 0.000000 	 1055402 	 
9.746321 	 1.136803 	 0.224385 	 0.221714 	 -0.206943 	 -0.203177 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.224385 	 0.000000 	 0.221714 	 0.206943 	 0.000000 	 0.203177 	 0.000000 	 -57.501060 	 -39.922363 	 -57.335163 	 -40.045647 	 -40.747589 	 -58.235386 	 -40.932426 	 -57.988953 	 0.000000 	 0.126709 	 0.000000 	 0.000000 	 0.000000 	 0.125304 	 0.000000 	 0.000000 	 0.117544 	 0.000000 	 0.000000 	 0.000000 	 0.115805 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.118946 	 0.000000 	 0.118075 	 0.000000 	 0.118075 	 0.000000 	 0.116132 	 0.000000 	 0.115907 	 0.000000 	 0.115907 	 0.095276 	 0.000000 	 0.095052 	 0.000000 	 0.095052 	 0.000000 	 0.090412 	 0.000000 	 0.090784 	 0.000000 	 0.090784 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.578883 	 5.627409 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.513385 	 0.515231 	 0.000000 	 0.000000 	 5587114 	 
9.758314 	 1.105932 	 0.219340 	 0.216998 	 -0.202714 	 -0.199918 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.219340 	 0.000000 	 0.216998 	 0.202714 	 0.000000 	 0.199918 	 0.000000 	 -57.318554 	 -40.156124 	 -57.049183 	 -40.265987 	 -40.955353 	 -58.010509 	 -41.094463 	 -57.756161 	 0.000000 	 0.124689 	 0.000000 	 0.000000 	 0.000000 	 0.123325 	 0.000000 	 0.000000 	 0.116150 	 0.000000 	 0.000000 	 0.000000 	 0.114368 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.113235 	 0.000000 	 0.113649 	 0.000000 	 0.113649 	 0.000000 	 0.110944 	 0.000000 	 0.111107 	 0.000000 	 0.111107 	 0.091137 	 0.000000 	 0.090904 	 0.000000 	 0.090904 	 0.000000 	 0.087871 	 0.000000 	 0.088306 	 0.000000 	 0.088306 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.876864 	 5.293937 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.514998 	 0.515224 	 0.000000 	 0.000000 	 5591170 	 
9.768324 	 1.111509 	 0.215816 	 0.212797 	 -0.200645 	 -0.197787 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.215816 	 0.000000 	 0.212797 	 0.200645 	 0.000000 	 0.197787 	 0.000000 	 -57.088051 	 -40.321758 	 -56.772961 	 -40.465195 	 -41.058121 	 -57.813164 	 -41.201443 	 -57.564217 	 0.000000 	 0.123084 	 0.000000 	 0.000000 	 0.000000 	 0.121969 	 0.000000 	 0.000000 	 0.114631 	 0.000000 	 0.000000 	 0.000000 	 0.113176 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.109629 	 0.000000 	 0.109970 	 0.000000 	 0.109970 	 0.000000 	 0.106482 	 0.000000 	 0.106692 	 0.000000 	 0.106692 	 0.090237 	 0.000000 	 0.090590 	 0.000000 	 0.090590 	 0.000000 	 0.086114 	 0.000000 	 0.086270 	 0.000000 	 0.086270 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.835564 	 4.847794 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.515147 	 0.515193 	 0.000000 	 0.000000 	 4545194 	 
9.780317 	 1.124837 	 0.211820 	 0.209477 	 -0.197816 	 -0.195227 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.211820 	 0.000000 	 0.209477 	 0.197816 	 0.000000 	 0.195227 	 0.000000 	 -56.771515 	 -40.511909 	 -56.438454 	 -40.624660 	 -41.200027 	 -57.590359 	 -41.331158 	 -57.352348 	 0.000000 	 0.121292 	 0.000000 	 0.000000 	 0.000000 	 0.120247 	 0.000000 	 0.000000 	 0.113302 	 0.000000 	 0.000000 	 0.000000 	 0.111962 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.106160 	 0.000000 	 0.106479 	 0.000000 	 0.106479 	 0.000000 	 0.104239 	 0.000000 	 0.104297 	 0.000000 	 0.104297 	 0.086676 	 0.000000 	 0.087571 	 0.000000 	 0.087571 	 0.000000 	 0.082975 	 0.000000 	 0.082622 	 0.000000 	 0.082622 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.759214 	 4.265890 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.515146 	 0.514968 	 0.000000 	 0.000000 	 6824 	 
9.790327 	 1.118891 	 0.209018 	 0.206362 	 -0.195664 	 -0.193346 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.209018 	 0.000000 	 0.206362 	 0.195664 	 0.000000 	 0.193346 	 0.000000 	 -56.498669 	 -40.646835 	 -56.146122 	 -40.775970 	 -41.308922 	 -57.385960 	 -41.427288 	 -57.147560 	 0.000000 	 0.119936 	 0.000000 	 0.000000 	 0.000000 	 0.119095 	 0.000000 	 0.000000 	 0.112415 	 0.000000 	 0.000000 	 0.000000 	 0.111109 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.101995 	 0.000000 	 0.102302 	 0.000000 	 0.102302 	 0.000000 	 0.100396 	 0.000000 	 0.100173 	 0.000000 	 0.100173 	 0.083531 	 0.000000 	 0.083941 	 0.000000 	 0.083941 	 0.000000 	 0.081767 	 0.000000 	 0.082007 	 0.000000 	 0.082007 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 3 	 0 	 0 	 4.645300 	 3.831802 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.515114 	 0.514085 	 0.000000 	 0.000000 	 1055400 	 
9.802320 	 1.100676 	 0.205753 	 0.203216 	 -0.193331 	 -0.191352 	 0.550055 	 0.548058 	 0.552052 	 0.550068 	 0.000000 	 0.205753 	 0.000000 	 0.203216 	 0.193331 	 0.000000 	 0.191352 	 0.000000 	 -56.163948 	 -40.805767 	 -54.631008 	 -40.930515 	 -41.428059 	 -57.163685 	 -41.529968 	 -56.913128 	 0.000000 	 0.118428 	 0.000000 	 0.000000 	 0.000000 	 0.117667 	 0.000000 	 0.000000 	 0.111379 	 0.000000 	 0.000000 	 0.000000 	 0.110129 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.099870 	 0.000000 	 0.099660 	 0.000000 	 0.099660 	 0.000000 	 0.097299 	 0.000000 	 0.097438 	 0.000000 	 0.097438 	 0.081933 	 0.000000 	 0.082173 	 0.000000 	 0.082173 	 0.000000 	 0.078883 	 0.000000 	 0.079259 	 0.000000 	 0.079259 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 0 	 0 	 0 	 4.423276 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.515049 	 0.199562 	 0.000000 	 0.000000 	 5586986 	 
9.814327 	 1.102584 	 0.202563 	 -0.053480 	 -0.191164 	 -0.188009 	 0.550055 	 0.562048 	 0.552052 	 0.550068 	 0.000000 	 0.202563 	 0.229287 	 0.175807 	 0.191164 	 0.000000 	 0.188009 	 0.000000 	 -54.768719 	 -40.962791 	 -39.698746 	 -42.360168 	 -41.539734 	 -56.916538 	 -41.703979 	 -56.646786 	 0.000000 	 0.117204 	 0.000000 	 0.000000 	 0.000000 	 0.116255 	 0.137163 	 0.000000 	 0.110384 	 0.000000 	 0.000000 	 0.000000 	 0.109043 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.095799 	 0.000000 	 0.096293 	 0.000000 	 0.096293 	 0.000000 	 0.232834 	 0.000000 	 0.107175 	 0.000000 	 0.107175 	 0.079164 	 0.000000 	 0.079591 	 0.000000 	 0.079591 	 0.000000 	 0.076916 	 0.000000 	 0.076837 	 0.000000 	 0.076837 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 0 	 0 	 0 	 3.895576 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.224014 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.387534 	 0.418681 	 0.410331 	 0.514421 	 0.000000 	 0.000000 	 0.000000 	 5591170 	 
9.826321 	 1.098216 	 0.058767 	 -0.327119 	 -0.189307 	 -0.185647 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.135488 	 0.194255 	 0.327119 	 0.000000 	 0.189307 	 0.000000 	 0.185647 	 0.000000 	 -44.826279 	 -41.380756 	 -35.769955 	 -57.138016 	 -41.636139 	 -56.692463 	 -41.828388 	 -56.240433 	 0.000000 	 0.114381 	 0.000000 	 0.000000 	 0.117620 	 0.000000 	 0.196641 	 0.000000 	 0.109197 	 0.000000 	 0.000000 	 0.000000 	 0.107828 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.091329 	 0.000000 	 0.091371 	 0.000000 	 0.091371 	 0.000000 	 0.248712 	 0.371857 	 0.000000 	 0.371857 	 0.000000 	 0.077982 	 0.000000 	 0.077742 	 0.000000 	 0.077742 	 0.000000 	 0.073876 	 0.000000 	 0.074177 	 0.000000 	 0.074177 	 0.000000 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 3 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 0 	 0 	 0 	 3.278519 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.238029 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.410346 	 0.402030 	 0.418681 	 0.410331 	 0.510491 	 0.000000 	 0.000000 	 0.000000 	 4543914 	 
9.836330 	 1.107777 	 -0.270887 	 -0.329773 	 -0.186503 	 -0.185053 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.270887 	 0.000000 	 0.329773 	 0.000000 	 0.186503 	 0.000000 	 0.185053 	 0.000000 	 -37.921036 	 -51.291332 	 -35.673687 	 -60.857273 	 -41.783154 	 -56.380306 	 -41.859867 	 -55.851776 	 0.000000 	 0.000000 	 0.189957 	 0.000000 	 0.160272 	 0.000000 	 0.121212 	 0.000000 	 0.108100 	 0.000000 	 0.000000 	 0.000000 	 0.106761 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.257624 	 0.112082 	 0.010689 	 0.112082 	 0.010689 	 0.191576 	 0.195607 	 0.432417 	 0.000000 	 0.432417 	 0.000000 	 0.074543 	 0.000000 	 0.074825 	 0.000000 	 0.074825 	 0.000000 	 0.073377 	 0.000000 	 0.073738 	 0.000000 	 0.073738 	 0.000000 	 0 	 3 	 3 	 0 	 0 	 2 	 3 	 3 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 4 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.244032 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.416385 	 0.402030 	 0.418681 	 0.410331 	 0.130173 	 0.000000 	 0.000000 	 0.000000 	 5606 	 
9.848324 	 1.103606 	 -0.329849 	 -0.311280 	 -0.185169 	 -0.183736 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.329849 	 0.000000 	 0.311280 	 0.000000 	 0.185169 	 0.000000 	 0.183736 	 0.000000 	 -35.670948 	 -60.778244 	 -36.353119 	 -61.267082 	 -41.853672 	 -55.882893 	 -41.929890 	 -55.342075 	 0.160052 	 0.000000 	 0.149519 	 0.000000 	 0.154198 	 0.000000 	 0.000000 	 0.000000 	 0.106976 	 0.000000 	 0.000000 	 0.000000 	 0.106331 	 0.000000 	 0.000000 	 0.000000 	 0.164228 	 0.290076 	 0.489069 	 0.000000 	 0.489069 	 0.000000 	 0.183568 	 0.008146 	 0.187624 	 0.000000 	 0.187624 	 0.000000 	 0.073500 	 0.000000 	 0.073907 	 0.000000 	 0.073907 	 0.000000 	 0.071218 	 0.000000 	 0.071585 	 0.000000 	 0.071585 	 0.000000 	 3 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.244032 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.416385 	 0.402030 	 0.418681 	 0.410331 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5244247 	 
9.858334 	 1.113007 	 -0.315856 	 -0.295790 	 -0.183978 	 -0.182963 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.315856 	 0.000000 	 0.295790 	 0.000000 	 0.183978 	 0.000000 	 0.182963 	 0.000000 	 -36.183052 	 -61.333092 	 -36.939411 	 -61.042713 	 -41.917015 	 -55.428104 	 -41.971222 	 -54.858021 	 0.156810 	 0.000000 	 0.076650 	 0.000000 	 0.149136 	 0.000000 	 0.000000 	 0.000000 	 0.106510 	 0.000000 	 0.000000 	 0.000000 	 0.105789 	 0.000000 	 0.000000 	 0.000000 	 0.194402 	 0.037439 	 0.251865 	 0.000000 	 0.251865 	 0.000000 	 0.169528 	 0.000000 	 0.171174 	 0.000000 	 0.171174 	 0.000000 	 0.071230 	 0.000000 	 0.071647 	 0.000000 	 0.071647 	 0.000000 	 0.070902 	 0.000000 	 0.071281 	 0.000000 	 0.071281 	 0.000000 	 3 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.244032 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.416385 	 0.402030 	 0.418681 	 0.410331 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5588311 	 
9.870327 	 1.107485 	 -0.298491 	 -0.278556 	 -0.183320 	 -0.181889 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.298491 	 0.000000 	 0.278556 	 0.000000 	 0.183320 	 0.000000 	 0.181889 	 0.000000 	 -36.835957 	 -61.105118 	 -37.613087 	 -60.729790 	 -41.952103 	 -54.863884 	 -42.028835 	 -53.975960 	 0.149864 	 0.000000 	 0.000000 	 0.000000 	 0.144045 	 0.000000 	 0.000000 	 0.000000 	 0.105888 	 0.000000 	 0.000000 	 0.000000 	 0.105228 	 0.000000 	 0.000000 	 0.000000 	 0.174051 	 0.000000 	 0.174507 	 0.000000 	 0.174507 	 0.000000 	 0.157647 	 0.000000 	 0.158568 	 0.000000 	 0.158568 	 0.000000 	 0.071342 	 0.000000 	 0.071275 	 0.000000 	 0.071275 	 0.000000 	 0.070887 	 0.000000 	 0.070694 	 0.000000 	 0.070694 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.244032 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.416385 	 0.402030 	 0.418681 	 0.410331 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5592405 	 
9.880337 	 1.114863 	 -0.284032 	 -0.266554 	 -0.181937 	 -0.181306 	 0.556057 	 0.562048 	 0.552052 	 0.550068 	 0.284032 	 0.000000 	 0.266554 	 0.000000 	 0.181937 	 0.000000 	 0.181306 	 0.000000 	 -37.396397 	 -60.832638 	 -38.097404 	 -60.469440 	 -42.026207 	 -54.120621 	 -42.060211 	 -50.623756 	 0.145437 	 0.000000 	 0.000000 	 0.000000 	 0.140728 	 0.000000 	 0.000000 	 0.000000 	 0.105525 	 0.000000 	 0.000000 	 0.000000 	 0.105043 	 0.000000 	 0.000000 	 0.000000 	 0.162926 	 0.000000 	 0.163605 	 0.000000 	 0.163605 	 0.000000 	 0.149337 	 0.000000 	 0.148822 	 0.000000 	 0.148822 	 0.000000 	 0.071180 	 0.000000 	 0.071019 	 0.000000 	 0.071019 	 0.000000 	 0.068274 	 0.000000 	 0.067972 	 0.000000 	 0.067972 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.342041 	 0.244032 	 0.354036 	 0.238028 	 0.336039 	 0.242023 	 0.342043 	 0.238016 	 0.416385 	 0.402030 	 0.418681 	 0.410331 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 4543829 	 
